,MD_EARN_WNE_P10,MD_EARN_WNE_P8,MD_EARN_WNE_P6,INSTNM,population_2019,GRAD_DEBT_MDN,FIRST_GEN,MARRIED,ADM_RATE,SAT_AVG,POVERTY_RATE,Geographic Area,Geographic Area,LN_MEDIAN_HH_INC,COSTT4_A
997,34600,29700,24800,New Mexico State University-Main Campus,103432.0,19123,0.4362587,0.105964912,0.6566,1050.0,17.79999924,"las cruces , new mexico","las cruces , new mexico",10.64999962,17885.0
998,31400,29100,24900,Santa Fe Community College,84683.0,14871,0.50872093,0.152501986,,,11.43999958,"santa fe , new mexico","santa fe , new mexico",10.88000011,14962.0
1002,24100,23600,21200,Bryant & Stratton College-Albany,96460.0,20909,0.537855334,0.196994992,,,15.05000019,"albany , new york","albany , new york",10.72999954,22474.0
1008,43200,44300,41300,American Academy McAllister Institute of Funeral Service,8336817.0,21700,0.476190476,0.254854369,,,15.38000011,"new york , new york","new york , new york",10.89999962,24328.0
1013,40800,36600,30800,Berkeley College-New York,8336817.0,30990,0.494054941,0.105078809,,,16.95000076,"new york , new york","new york , new york",10.86999989,34916.0
1015,32800,24800,24000,Boricua College,8336817.0,5500,0.523219814,0.129679144,,,29.97999954,"new york , new york","new york , new york",10.46000004,22221.0
1016,24100,23600,21200,Bryant & Stratton College-Syracuse,142327.0,20909,0.537855334,0.196994992,,,15.05000019,"syracuse , new york","syracuse , new york",10.72999954,22890.0
1017,24100,23600,21200,Bryant & Stratton College-Buffalo,255284.0,20909,0.537855334,0.196994992,,,15.05000019,"buffalo , new york","buffalo , new york",10.72999954,22938.0
1018,24100,23600,21200,Bryant & Stratton College-Greece,205695.0,20909,0.537855334,0.196994992,,,15.05000019,"rochester , new york","rochester , new york",10.72999954,21448.0
1019,47300,42100,36100,Canisius College,255284.0,23734,0.230550285,0.008984726,0.787,1169.0,7.150000095,"buffalo , new york","buffalo , new york",10.97999954,47672.0
1025,36600,34400,29900,Metropolitan College of New York,8336817.0,28250,0.4958159,0.131428571,0.7895,,24,"new york , new york","new york , new york",10.64000034,31728.0
1026,83300,74400,66500,Columbia University in the City of New York,8336817.0,21500,0.250490517,0.062424242,0.0591,1512.0,8.779999733,"new york , new york","new york , new york",11.17000008,74435.0
1030,54600,53500,48800,Pomeroy College of Nursing at Crouse Hospital,142327.0,15250,0.336363636,0.168103448,0.6591,,8.600000381,"syracuse , new york","syracuse , new york",10.93000031,20716.0
1031,57200,51100,44600,CUNY Bernard M Baruch College,8336817.0,11500,0.510776362,0.05066475,0.3929,1305.0,17.48999977,"new york , new york","new york , new york",10.81999969,14046.0
1032,36000,31100,24800,CUNY Borough of Manhattan Community College,8336817.0,8000,0.530988858,0.05471932,,,23.11000061,"new york , new york","new york , new york",10.65999985,13673.0
1033,46300,39800,32400,CUNY City College,8336817.0,11500,0.459653179,0.041666667,0.4827,1155.0,21.60000038,"new york , new york","new york , new york",10.71000004,14430.0
1035,47200,41700,35200,CUNY Hunter College,8336817.0,12333,0.469446738,0.043314809,0.3642,1240.0,16.98999977,"new york , new york","new york , new york",10.85000038,13998.0
1036,44900,37400,31700,CUNY John Jay College of Criminal Justice,8336817.0,11000,0.484925789,0.041832325,0.4058,1060.0,19.87999916,"new york , new york","new york , new york",10.77000046,14177.0
1037,46400,44800,46200,D'Youville College,255284.0,25500,0.270886076,0.079861111,0.996,1072.0,12.10999966,"buffalo , new york","buffalo , new york",10.80000019,37752.0
1039,33500,29500,26700,Erie Community College,255284.0,9250,0.384296149,0.078155749,,,11.88000011,"buffalo , new york","buffalo , new york",10.78999996,11242.0
1040,48900,46000,43200,Fashion Institute of Technology,8336817.0,14537,0.276008493,0.023452518,0.5267,,9.93999958,"new york , new york","new york , new york",11.09000015,17864.0
1045,37100,32700,28700,Hudson Valley Community College,49154.0,11000,0.393774489,0.072754831,,,8.430000305,"troy , new york","troy , new york",10.94999981,13754.0
1051,49600,44600,38700,Le Moyne College,142327.0,24250,0.222900763,0.025824964,0.688,1189.0,8.130000114,"syracuse , new york","syracuse , new york",10.96000004,47551.0
1052,30200,26900,24500,Mandl School-The College of Allied Health,8336817.0,18258,0.527065527,0.114224138,,,25.04999924,"new york , new york","new york , new york",10.60000038,23549.0
1054,40400,40700,36900,Maria College of Albany,96460.0,20000,0.40990099,0.136936937,0.398,,9.279999733,"albany , new york","albany , new york",10.90999985,18893.0
1056,39400,35900,31800,Medaille College,255284.0,24750,0.39199157,0.083562902,0.6348,987.0,9.050000191,"buffalo , new york","buffalo , new york",10.89000034,35179.0
1060,22500,22400,20900,Mildred Elley School-Albany Campus,96460.0,18964,0.563069544,0.208798215,,,10.30000019,"albany , new york","albany , new york",10.84000015,25359.0
1062,30800,29200,25100,Mohawk Valley Community College,59750.0,10350,0.425359381,0.08361204,,,11.32999992,"utica , new york","utica , new york",10.76000023,14058.0
1063,33000,29600,25700,Monroe Community College,205695.0,10349,0.391560658,0.064640246,,,10.68999958,"rochester , new york","rochester , new york",10.90999985,13690.0
1066,44300,42400,37600,Nazareth College,205695.0,25833,0.182060391,0.027118644,0.6363,,6.639999866,"rochester , new york","rochester , new york",11.02999973,48427.0
1067,33900,31800,32700,The College of New Rochelle,78557.0,25000,0.45819398,0.121969697,0.8254,982.0,26.05999947,"new rochelle , new york","new rochelle , new york",10.56000042,50971.0
1068,44500,41700,37500,The New School,8336817.0,23500,0.194401244,0.023717328,0.5673,1265.0,8.979999542,"new york , new york","new york , new york",11.14999962,67295.0
1072,61900,56700,48900,New York University,8336817.0,20500,0.214884345,0.019868586,0.1999,1419.0,7.400000095,"new york , new york","new york , new york",11.23999977,69830.0
1075,41300,37700,32200,Nyack College,8336817.0,26000,0.37394958,0.109839817,0.9825,999.0,13.5,"new york , new york","new york , new york",10.94999981,39048.0
1076,32100,29300,25500,Onondaga Community College,142327.0,10800,0.395072591,0.064909091,,,10.31999969,"syracuse , new york","syracuse , new york",10.88000011,14002.0
1077,60300,52600,42400,Pace University,8336817.0,25000,0.294117647,0.030443055,0.7587,1154.0,9.609999657,"new york , new york","new york , new york",11.14000034,61607.0
1078,82000,71600,66100,Rensselaer Polytechnic Institute,49154.0,25000,0.137450199,0.005769231,0.4299,1415.0,5.860000134,"troy , new york","troy , new york",11.17000008,70132.0
1079,40900,39500,33700,Roberts Wesleyan College,205695.0,22250,0.272030651,0.155294118,0.6461,1129.0,7.25,"rochester , new york","rochester , new york",10.97999954,43338.0
1080,62400,54100,46500,Rochester Institute of Technology,205695.0,27000,0.194684529,0.010049221,0.6602,1319.0,6.539999962,"rochester , new york","rochester , new york",11.09000015,54334.0
1081,61200,51800,44800,University of Rochester,205695.0,19000,0.186765615,0.018012783,0.2942,1422.0,6.260000229,"rochester , new york","rochester , new york",11.17000008,70108.0
1084,44800,42700,36200,Russell Sage College,49154.0,23000,0.375,0.055908513,0.933,,7.639999866,"troy , new york","troy , new york",10.97000027,43963.0
1087,43800,39700,34800,The College of Saint Rose,96460.0,24939,0.293626707,0.020790021,0.8739,,6.449999809,"albany , new york","albany , new york",11.05000019,46940.0
1088,50800,52200,43000,Samaritan Hospital School of Nursing,49154.0,15250,0.316239316,0.253731343,1.0,,7,"troy , new york","troy , new york",10.96000004,20349.0
1089,31000,29200,25700,Schenectady County Community College,65273.0,11260,0.429859719,0.079656863,,,9.460000038,"schenectady , new york","schenectady , new york",10.89000034,11532.0
1091,59100,62200,54200,Saint Elizabeth College of Nursing,59750.0,14750,0.413580247,0.202247191,0.0,,9.210000038,"utica , new york","utica , new york",10.80000019,25600.0
1092,47800,46600,40100,Saint John Fisher College,205695.0,23250,0.252199414,0.031944444,0.6445,1171.0,6.800000191,"rochester , new york","rochester , new york",11.02000046,46635.0
1093,51500,44900,38700,SUNY at Albany,96460.0,19873,0.300894266,0.014551084,0.5208,1185.0,8.100000381,"albany , new york","albany , new york",11.09000015,25238.0
1094,52600,47500,40800,University at Buffalo,255284.0,19150,0.280619112,0.01779186,0.5585,1250.0,8.25,"buffalo , new york","buffalo , new york",11,24568.0
1096,51000,43900,40300,SUNY Polytechnic Institute,59750.0,17500,0.305241521,0.070678128,0.6484,1176.0,9.619999886,"utica , new york","utica , new york",10.85000038,21567.0
1097,39800,35900,31500,SUNY Buffalo State,255284.0,21250,0.340175953,0.023021583,0.6052,950.0,10.48999977,"buffalo , new york","buffalo , new york",10.85999966,21413.0
1100,30300,30900,29300,Swedish Institute a College of Health Sciences,8336817.0,20745,0.526970954,0.154223969,,,15.02999973,"new york , new york","new york , new york",10.96000004,30617.0
1101,62100,53200,45900,Syracuse University,142327.0,27000,0.188679245,0.018070928,0.4986,1284.0,7.550000191,"syracuse , new york","syracuse , new york",11.14000034,65295.0
1104,30400,30600,32000,Touro College,8336817.0,15000,0.382794002,0.155599604,0.7054,,20.02000046,"new york , new york","new york , new york",10.72999954,30356.0
1105,37900,37600,35400,Trocaire College,255284.0,23039,0.433098592,0.14091858,,,12.38000011,"buffalo , new york","buffalo , new york",10.75,22903.0
1109,45300,40400,36400,Utica College,59750.0,22500,0.31563981,0.110871441,0.8442,,9.569999695,"utica , new york","utica , new york",10.88000011,32202.0
1110,28000,26500,24000,Villa Maria College,255284.0,21000,0.378973105,0.028688525,0.7463,,13.89999962,"buffalo , new york","buffalo , new york",10.72000027,27311.0
1112,37400,33000,26900,The College of Westchester,58109.0,27875,0.507908612,0.091340451,0.9672,,12.39000034,"white plains , new york","white plains , new york",11.06000042,28672.0
1115,28900,27400,24300,Asheville-Buncombe Technical Community College,92870.0,15933,0.38762089,0.165102537,,,8.68999958,"asheville , north carolina","asheville , north carolina",10.78999996,13619.0
1117,48600,49600,41600,Cabarrus College of Health Sciences,96341.0,18743,0.369918699,0.2,0.4107,1083.0,5.949999809,"concord , north carolina","concord , north carolina",11,23877.0
1118,27900,27000,24000,Cape Fear Community College,123744.0,10000,0.382834557,0.113573407,,,10.05000019,"wilmington , north carolina","wilmington , north carolina",10.84000015,14353.0
1120,27600,26000,22800,Central Piedmont Community College,885708.0,7750,0.408578499,0.098864163,,,7.980000019,"charlotte , north carolina","charlotte , north carolina",11.03999996,11581.0
1122,84400,77400,76300,Duke University,278993.0,12582,0.134588564,0.040187542,0.0891,1516.0,6.349999905,"durham , north carolina","durham , north carolina",11.18999958,72466.0
1123,28800,24900,22600,Durham Technical Community College,278993.0,14250,0.423446185,0.13907563,,,9.890000343,"durham , north carolina","durham , north carolina",10.97999954,12527.0
1124,40500,37800,34900,East Carolina University,93400.0,24409,0.264602804,0.07524405,0.822,1124.0,9.399999619,"greenville , north carolina","greenville , north carolina",10.90999985,21950.0
1125,40500,37800,34900,East Carolina University,70635.0,24409,0.264602804,0.07524405,0.822,1124.0,9.399999619,"greenville , north carolina","greenville , south carolina",10.90999985,21950.0
1126,26000,24100,21100,Fayetteville Technical Community College,211657.0,10500,0.450935346,0.29361162,,,11.06999969,"fayetteville , north carolina","fayetteville , north carolina",10.81999969,11645.0
1127,31200,28600,24800,Fayetteville State University,211657.0,23208,0.408954101,0.221314155,0.6787,987.0,11.98999977,"fayetteville , north carolina","fayetteville , north carolina",10.78999996,16030.0
1128,26300,24800,22700,Forsyth Technical Community College,247945.0,10179,0.444701795,0.146273917,,,9.18999958,"winston-salem , north carolina","winston-salem , north carolina",10.88000011,9339.0
1129,36900,34100,29900,Greensboro College,296710.0,25000,0.315978456,0.044045677,0.4446,1021.0,7.039999962,"greensboro , north carolina","greensboro , north carolina",11.02000046,41128.0
1130,36400,32600,30500,Guilford College,296710.0,26000,0.263227513,0.073141487,0.6447,,7.380000114,"greensboro , north carolina","greensboro , north carolina",11,50619.0
1132,28400,26100,24600,Johnson C Smith University,885708.0,31000,0.364417178,0.035294118,0.4583,897.0,12.06999969,"charlotte , north carolina","charlotte , north carolina",10.89999962,32065.0
1134,39500,36200,33800,Meredith College,474069.0,25000,0.219948849,0.045673077,0.6257,1117.0,6.789999962,"raleigh , north carolina","raleigh , north carolina",11.06000042,47430.0
1135,39300,36500,31000,Methodist University,211657.0,27000,0.32068654,0.180300501,0.5469,1060.0,8.609999657,"fayetteville , north carolina","fayetteville , north carolina",10.93000031,53305.0
1138,26100,24600,23700,Nash Community College,53922.0,10451,0.531320755,0.134925759,,,13.39000034,"rocky mount , north carolina","rocky mount , north carolina",10.75,11243.0
1139,34700,31500,27600,North Carolina A & T State University,296710.0,27706,0.280862182,0.029172455,0.6143,1032.0,10.72999954,"greensboro , north carolina","greensboro , north carolina",10.89000034,17639.0
1140,34500,31800,28400,University of North Carolina at Asheville,92870.0,21484,0.218398412,0.051493961,0.9363,1179.0,7.940000057,"asheville , north carolina","asheville , north carolina",10.89999962,19710.0
1141,44000,40500,35900,University of North Carolina at Charlotte,885708.0,22623,0.284007255,0.048978783,0.6683,1190.0,6.769999981,"charlotte , north carolina","charlotte , north carolina",11.05000019,22346.0
1142,37500,35000,32100,University of North Carolina at Greensboro,296710.0,22695,0.312764505,0.074229865,0.8384,1100.0,7.539999962,"greensboro , north carolina","greensboro , north carolina",10.97999954,19779.0
1143,32900,28600,26800,North Carolina Central University,278993.0,30569,0.328661995,0.058218171,0.4664,984.0,10.48999977,"durham , north carolina","durham , north carolina",10.92000008,21885.0
1145,52500,45600,41200,North Carolina State University at Raleigh,474069.0,20500,0.192916738,0.033175356,0.4685,1336.0,7.360000134,"raleigh , north carolina","raleigh , north carolina",11.02000046,23600.0
1146,38600,34200,30800,North Carolina Wesleyan College,53922.0,21618,0.467706013,0.171730515,0.6279,980.0,10.15999985,"rocky mount , north carolina","rocky mount , north carolina",10.89999962,41924.0
1147,41600,37700,35000,University of North Carolina Wilmington,123744.0,20175,0.258978452,0.105869032,0.6125,1234.0,7.730000019,"wilmington , north carolina","wilmington , north carolina",10.98999977,24098.0
1148,36000,32200,28600,William Peace University,474069.0,25000,0.293680297,0.071547421,0.5713,1042.0,8.090000153,"raleigh , north carolina","raleigh , north carolina",11.01000023,43327.0
1149,42200,40600,40900,Queens University of Charlotte,885708.0,25000,0.219033233,0.075498576,0.7854,1142.0,6.420000076,"charlotte , north carolina","charlotte , north carolina",11.10999966,48369.0
1151,36300,34700,30900,Salem College,247945.0,27000,0.32731377,0.099593496,0.3947,1183.0,7.579999924,"winston-salem , north carolina","winston-salem , north carolina",10.96000004,45077.0
1152,29200,26300,22800,Shaw University,474069.0,34315,0.400547445,0.021756022,0.5236,,12.55000019,"raleigh , north carolina","raleigh , north carolina",10.82999992,29395.0
1156,31000,30100,27500,Wake Technical Community College,474069.0,14191,0.384034126,0.138935811,,,6.639999866,"raleigh , north carolina","raleigh , north carolina",11.10000038,12024.0
1160,33200,30600,27800,Winston-Salem State University,247945.0,25000,0.353559871,0.066208394,0.6531,962.0,10.17000008,"winston-salem , north carolina","winston-salem , north carolina",10.88000011,19686.0
1161,32600,30600,27500,Rasmussen College-North Dakota,124662.0,19461,0.475742783,0.283103624,,,6.920000076,"fargo , north dakota","fargo , north dakota",10.85000038,23877.0
1162,44800,42500,41300,Bismarck State College,73529.0,11000,0.272327044,0.118535735,,,8.31000042,"bismarck , north dakota","bismarck , north dakota",10.80000019,13439.0
1164,48000,46300,44300,University of Mary,73529.0,22500,0.178683386,0.088264794,0.779,1138.0,9.359999657,"bismarck , north dakota","bismarck , north dakota",10.80000019,28472.0
1166,48700,46800,41700,University of North Dakota,55839.0,23265,0.191217343,0.089599162,0.8221,1181.0,7.340000153,"grand forks , north dakota","grand forks , north dakota",10.89999962,20611.0
1167,48200,44900,40400,North Dakota State University-Main Campus,124662.0,23250,0.172780797,0.024437299,0.9253,1170.0,6.590000153,"fargo , north dakota","fargo , north dakota",10.89000034,20733.0
1171,37800,31600,27900,Herzing University-Akron,197597.0,22730,0.520903265,0.231272819,1.0,,12.52000046,"akron , ohio","akron , ohio",10.77999973,29195.0
1172,36500,35000,30700,University of Akron Main Campus,197597.0,24733,0.363649786,0.039033711,0.6893,1133.0,8.119999886,"akron , ohio","akron , ohio",10.93999958,23417.0
1173,20300,20200,17700,Antonelli College-Cincinnati,303940.0,15873,0.531499556,0.147144949,,,15.60000038,"cincinnati , ohio","cincinnati , ohio",10.68000031,25108.0
1176,60500,55200,54700,Aultman College of Nursing and Health Sciences,70447.0,18500,0.524017467,0.18852459,0.7463,1085.0,6.679999828,"canton , ohio","canton , ohio",10.92000008,24170.0
1177,24100,23600,21200,Bryant & Stratton College-Parma,78103.0,20909,0.537855334,0.196994992,,,15.05000019,"parma , ohio","parma , ohio",10.72999954,22876.0
1179,44000,39700,34900,Capital University,898553.0,26505,0.275147929,0.049157303,0.7302,1162.0,6.789999962,"columbus , ohio","columbus , ohio",11.02999973,47062.0
1181,32300,30300,25700,Central Ohio Technical College,50315.0,11600,0.503195816,0.183170857,,,6.989999771,"newark , ohio","newark , ohio",10.92000008,13893.0
1182,28900,27900,25900,Choffin Career  and Technical Center,65469.0,6500,0.539823009,0.216,,,11.38000011,"youngstown , ohio","youngstown , ohio",10.72999954,20485.0
1184,32700,29700,28500,Cincinnati Christian University,303940.0,25125,0.331619537,0.058252427,0.4158,991.0,7.230000019,"cincinnati , ohio","cincinnati , ohio",10.98999977,31398.0
1186,42300,38700,35800,University of Cincinnati-Main Campus,303940.0,22000,0.309751925,0.073332269,0.7312,1269.0,7.110000134,"cincinnati , ohio","cincinnati , ohio",11.02999973,27097.0
1187,31200,28700,26300,Cincinnati State Technical and Community College,303940.0,13667,0.464321357,0.135629252,,,10.77000046,"cincinnati , ohio","cincinnati , ohio",10.86999989,8604.0
1188,28800,27500,24300,Clark State Community College,58877.0,16366,0.527480124,0.180426298,,,8.5,"springfield , ohio","springfield , ohio",10.89000034,10576.0
1191,41300,38100,34100,Cleveland State University,381009.0,22250,0.383755459,0.058076801,0.8834,1111.0,9.920000076,"cleveland , ohio","cleveland , ohio",10.89999962,22415.0
1192,26200,26400,25400,Bradford School,898553.0,13100,0.404597701,0.083743842,,,9.529999733,"columbus , ohio","columbus , ohio",10.89999962,22657.0
1194,32200,29500,26400,Columbus State Community College,898553.0,10750,0.437931735,0.106126345,,,9.279999733,"columbus , ohio","columbus , ohio",10.94999981,10355.0
1195,27000,25600,22500,Cuyahoga Community College District,381009.0,8666,0.488283942,0.100132001,,,14.67000008,"cleveland , ohio","cleveland , ohio",10.73999977,9020.0
1196,22700,22200,19600,Davis College,272779.0,25044,0.539215686,0.088495575,,,12.56999969,"toledo , ohio","toledo , ohio",10.78999996,30761.0
1197,55100,51700,44600,University of Dayton,140407.0,25000,0.102412188,0.006257822,0.7154,1263.0,4.710000038,"dayton , ohio","dayton , ohio",11.18000031,57680.0
1198,24100,23600,21200,Bryant & Stratton College-Cleveland,381009.0,20909,0.537855334,0.196994992,,,15.05000019,"cleveland , ohio","cleveland , ohio",10.72999954,23222.0
1199,48500,44500,39200,Franklin University,898553.0,22500,0.503413746,0.31025958,,,8.5,"columbus , ohio","columbus , ohio",10.93999958,24981.0
1201,22600,22900,22500,Gods Bible School and College,303940.0,9033,0.35,0.145454546,0.4915,,9.079999924,"cincinnati , ohio","cincinnati , ohio",10.85000038,15529.0
1202,52600,48500,48200,Good Samaritan College of Nursing and Health Science,303940.0,20152,0.456896552,0.153543307,0.4444,1105.0,6.039999962,"cincinnati , ohio","cincinnati , ohio",11.03999996,20982.0
1208,38000,35200,31000,Kent State University at Stark,70447.0,25000,0.359402985,0.049982621,,,6.920000076,"canton , ohio","canton , ohio",10.96000004,11074.0
1209,54500,52700,48800,Kettering College,54855.0,28000,0.402684564,0.207667732,0.2663,1125.0,5.730000019,"kettering , ohio","kettering , ohio",11.02999973,23138.0
1210,30200,28100,25200,Lorain County Community College,53757.0,12993,0.512623153,0.119579855,,,7.570000172,"elyria , ohio","elyria , ohio",10.98999977,7629.0
1211,41700,38700,34600,Malone University,70447.0,25500,0.327089337,0.090909091,0.6969,1110.0,6.539999962,"canton , ohio","canton , ohio",10.94999981,41887.0
1212,51100,50200,49000,Mercy College of Ohio,272779.0,20548,0.493268054,0.20735786,0.556,,7.960000038,"toledo , ohio","toledo , ohio",10.93999958,25733.0
1213,47100,43800,37400,Miami University-Hamilton,62082.0,23250,0.228633642,0.032034632,,,5.070000172,"hamilton , ohio","hamilton , ohio",11.14000034,13327.0
1215,57700,56900,55500,Mount Carmel College of Nursing,898553.0,22082,0.39408867,0.134570766,0.7818,1070.0,6.269999981,"columbus , ohio","columbus , ohio",11.09000015,22014.0
1216,41400,37300,34400,Mount Saint Joseph University,303940.0,27000,0.378138848,0.0802213,0.6032,1122.0,6.380000114,"cincinnati , ohio","cincinnati , ohio",11.02999973,37036.0
1220,42600,35900,34800,Notre Dame College,381009.0,26000,0.329171396,0.091578947,0.8965,994.0,8.210000038,"cleveland , ohio","cleveland , ohio",10.96000004,42206.0
1222,41000,39200,34900,Ohio Dominican University,898553.0,26417,0.379146919,0.085880641,0.7535,1096.0,7.300000191,"columbus , ohio","columbus , ohio",11.03999996,42156.0
1223,46100,41900,37900,Ohio State University-Newark Campus,50315.0,21000,0.262238654,0.031000242,,,6.510000229,"newark , ohio","newark , ohio",11.03999996,19572.0
1226,46100,41900,37900,Ohio State University-Main Campus,898553.0,21000,0.262238654,0.031000242,0.5197,1359.0,6.510000229,"columbus , ohio","columbus , ohio",11.03999996,26555.0
1229,29200,27700,24500,Sinclair Community College,140407.0,11895,0.452320108,0.138723506,,,8.68999958,"dayton , ohio","dayton , ohio",10.89000034,9304.0
1230,17500,20200,15400,Hussian College-Daymar College Columbus,898553.0,19069,0.625,0.14,,,11.56000042,"columbus , ohio","columbus , ohio",10.72000027,25893.0
1231,43800,39600,33400,University of Toledo,272779.0,22500,0.33446273,0.044173074,0.9365,1145.0,7.769999981,"toledo , ohio","toledo , ohio",10.97000027,23625.0
1232,42400,43500,47600,Union Institute & University,303940.0,17250,0.560777958,0.51038961,,,11.39999962,"cincinnati , ohio","cincinnati , ohio",10.93999958,26820.0
1235,43200,40700,36700,Wittenberg University,58877.0,27000,0.235690236,0.015957447,0.7373,,5.420000076,"springfield , ohio","springfield , ohio",11.10999966,50692.0
1236,39500,35900,31800,Wright State University-Main Campus,140407.0,23861,0.351262948,0.055865922,0.949,1100.0,6.550000191,"dayton , ohio","dayton , ohio",11,20652.0
1237,51600,47300,40700,Xavier University,303940.0,25000,0.160334836,0.032817338,0.7379,1198.0,6.46999979,"cincinnati , ohio","cincinnati , ohio",11.07999992,52380.0
1238,35900,32800,28500,Youngstown State University,65469.0,25000,0.384373488,0.040888889,0.6877,1083.0,9.199999809,"youngstown , ohio","youngstown , ohio",10.81000042,17965.0
1240,34300,31400,27000,Cameron University,93025.0,22400,0.469858156,0.224146982,,,12.85999966,"lawton , oklahoma","lawton , oklahoma",10.72000027,15535.0
1242,38800,36700,34000,University of Central Oklahoma,94054.0,20500,0.371907267,0.092681198,0.7822,1105.0,9.350000381,"edmond , oklahoma","edmond , oklahoma",10.86999989,23009.0
1245,34500,32900,26500,Randall University,62055.0,26000,0.40201005,0.163865546,0.505,1034.0,10.10999966,"moore , oklahoma","moore , oklahoma",10.81000042,24834.0
1246,44600,43900,33900,Spartan College of Aeronautics and Technology,401190.0,16063,0.495268139,0.126943005,,,10.21000004,"tulsa , oklahoma","tulsa , oklahoma",10.86999989,30286.0
1248,38500,34100,32300,Oklahoma Christian University,94054.0,25250,0.178417266,0.030470914,0.6476,1165.0,7.46999979,"edmond , oklahoma","edmond , oklahoma",11.01000023,34418.0
1250,46500,43700,38300,Oklahoma State University-Main Campus,50299.0,20500,0.286319613,0.0573712,0.7379,1209.0,9.010000229,"stillwater , oklahoma","stillwater , oklahoma",10.85999966,23446.0
1251,33900,33500,29800,Oklahoma State University-Oklahoma City,655057.0,15251,0.484271845,0.216549883,,,10.39999962,"oklahoma city , oklahoma","oklahoma city , oklahoma",10.82999992,10922.0
1252,33200,32700,28000,Oklahoma City Community College,655057.0,9500,0.489183979,0.173185374,,,10.26000023,"oklahoma city , oklahoma","oklahoma city , oklahoma",10.81999969,12990.0
1253,42800,39400,35300,Oklahoma City University,655057.0,21486,0.267935578,0.134246575,0.7618,1230.0,9.020000458,"oklahoma city , oklahoma","oklahoma city , oklahoma",10.92000008,44858.0
1254,51100,46500,42400,University of Oklahoma-Norman Campus,124880.0,21000,0.283689099,0.093477929,0.7769,1249.0,8.5,"norman , oklahoma","norman , oklahoma",10.93000031,28306.0
1255,37600,34100,29900,Oral Roberts University,401190.0,26250,0.309352518,0.121031746,0.805,1120.0,7.809999943,"tulsa , oklahoma","tulsa , oklahoma",11.01000023,40935.0
1256,32900,30100,27400,Rose State College,57407.0,9397,0.468990949,0.186387134,,,10.97999954,"midwest city , oklahoma","midwest city , oklahoma",10.78999996,14169.0
1257,32900,31400,28500,Tulsa Community College,401190.0,13980,0.430645161,0.179512332,,,9.319999695,"tulsa , oklahoma","tulsa , oklahoma",10.85000038,12399.0
1259,48500,44000,39800,University of Tulsa,401190.0,25000,0.228494624,0.042471043,0.4077,1321.0,7.329999924,"tulsa , oklahoma","tulsa , oklahoma",10.98999977,56906.0
1261,32300,29300,25400,Central Oregon Community College,100421.0,15350,0.393659181,0.13400857,,,7.21999979,"bend , oregon","bend , oregon",10.93000031,16112.0
1262,32000,29600,25800,Chemeketa Community College,174365.0,13885,0.487960688,0.139951671,,,8.989999771,"salem , oregon","salem , oregon",10.92000008,9806.0
1265,43300,39700,38900,Concordia University-Portland,654741.0,20500,0.378176383,0.156675749,0.6031,1074.0,7.630000114,"portland , oregon","portland , oregon",11.02999973,41130.0
1269,30600,27200,24300,Lane Community College,172622.0,15259,0.418439716,0.126422563,,,9.220000267,"eugene , oregon","eugene , oregon",10.84000015,12383.0
1271,32300,29200,26800,Linn-Benton Community College,55338.0,12000,0.400199601,0.129201222,,,8.430000305,"albany , oregon","albany , oregon",10.89000034,13733.0
1274,33400,31200,28000,Mt Hood Community College,109381.0,12749,0.481317935,0.141583055,,,7.909999847,"gresham , oregon","gresham , oregon",11,11198.0
1275,34100,32500,29800,Multnomah University,654741.0,21700,0.337899543,0.136170213,0.5352,,6.769999981,"portland , oregon","portland , oregon",11.06000042,38201.0
1277,43100,37300,32800,Northwest Christian University,172622.0,23283,0.347692308,0.237288136,0.6242,1058.0,8.909999847,"eugene , oregon","eugene , oregon",10.85000038,39545.0
1280,49600,43500,37700,Oregon State University,58856.0,22286,0.31369606,0.115461026,0.8063,1205.0,7.5,"corvallis , oregon","corvallis , oregon",10.97999954,25843.0
1281,44800,40800,35600,University of Oregon,172622.0,20500,0.284458575,0.030175439,0.8337,1199.0,7.28000021,"eugene , oregon","eugene , oregon",11,25126.0
1287,36100,32100,28800,Portland Community College,654741.0,15483,0.439960275,0.143336383,,,7.429999828,"portland , oregon","portland , oregon",11.02000046,13989.0
1288,44700,40000,34500,Portland State University,654741.0,21500,0.391093011,0.111816579,0.902,1111.0,7.110000134,"portland , oregon","portland , oregon",11.02000046,21159.0
1289,58800,53500,53800,University of Portland,654741.0,24390,0.179279279,0.015625,0.7533,1232.0,6.579999924,"portland , oregon","portland , oregon",11.09000015,58463.0
1291,30500,29600,26900,Pioneer Pacific College,99037.0,15295,0.452173913,0.220014717,,,8.149999619,"beaverton , oregon","beaverton , oregon",10.96000004,23939.0
1292,41000,38100,37900,Warner Pacific University,654741.0,26530,0.46588694,0.218487395,0.9744,,7.050000191,"portland , oregon","portland , oregon",11.03999996,37406.0
1293,37600,34600,29700,Corban University,174365.0,24250,0.225242718,0.037174721,0.9091,1123.0,7.510000229,"salem , oregon","salem , oregon",10.98999977,43905.0
1298,46700,43000,39500,Albright College,88375.0,27000,0.360526316,0.059984215,0.62,,6.139999866,"reading , pennsylvania","reading , pennsylvania",11.10000038,57415.0
